,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Price,Open,High,Low,Change %,0,1,2,3,4,5,6,0.1,1.1,2.1,3.1,4.1,5.1,6.1,0,1,2,3,4,5,6
1550,1550.0,1550.0,1550.0,8/27/2008,5.16,5.16,5.16,5.16,-0.04%,,,,,,,,,,,,,,,,,,,,,
1551,1551.0,1551.0,1551.0,8/28/2008,5.16,5.16,5.16,5.16,0.00%,,,,,,,,,,,,,,,,,,,,,
1552,1552.0,1552.0,1552.0,8/29/2008,5.157,5.157,5.157,5.157,-0.06%,,,,,,,,,,,,,,,,,,,,,
1553,1553.0,1553.0,1553.0,9/1/2008,5.097,5.097,5.097,5.097,-1.16%,,,,,,,,,,,,,,,,,,,,,
1554,1554.0,1554.0,1554.0,9/2/2008,5.087,5.087,5.087,5.087,-0.20%,,,,,,,,,,,,,,,,,,,,,
1555,1555.0,1555.0,1555.0,9/3/2008,5.053,5.053,5.053,5.053,-0.67%,,,,,,,,,,,,,,,,,,,,,
1556,1556.0,1556.0,1556.0,9/4/2008,5.052,5.052,5.052,5.052,-0.02%,,,,,,,,,,,,,,,,,,,,,
1557,1557.0,1557.0,1557.0,9/5/2008,5.047,5.047,5.047,5.047,-0.10%,,,,,,,,,,,,,,,,,,,,,
1558,1558.0,1558.0,1558.0,9/8/2008,5.057,5.057,5.057,5.057,0.20%,,,,,,,,,,,,,,,,,,,,,
1559,1559.0,1559.0,1559.0,9/9/2008,5.057,5.057,5.057,5.057,0.00%,,,,,,,,,,,,,,,,,,,,,
1560,1560.0,1560.0,1560.0,9/10/2008,5.052,5.052,5.052,5.052,-0.10%,,,,,,,,,,,,,,,,,,,,,
1561,1561.0,1561.0,1561.0,9/11/2008,5.042,5.042,5.042,5.042,-0.20%,,,,,,,,,,,,,,,,,,,,,
1562,1562.0,1562.0,1562.0,9/12/2008,5.062,5.062,5.062,5.062,0.40%,,,,,,,,,,,,,,,,,,,,,
1563,1563.0,1563.0,1563.0,9/15/2008,5.018,5.018,5.018,5.018,-0.87%,,,,,,,,,,,,,,,,,,,,,
1564,1564.0,1564.0,1564.0,9/16/2008,4.983,4.983,4.983,4.983,-0.70%,,,,,,,,,,,,,,,,,,,,,
1565,1565.0,1565.0,1565.0,9/17/2008,5.057,5.057,5.057,5.057,1.49%,,,,,,,,,,,,,,,,,,,,,
1566,1566.0,1566.0,1566.0,9/18/2008,4.968,4.968,4.968,4.968,-1.76%,,,,,,,,,,,,,,,,,,,,,
1567,1567.0,1567.0,1567.0,9/19/2008,5.017,5.017,5.017,5.017,0.99%,,,,,,,,,,,,,,,,,,,,,
1568,1568.0,1568.0,1568.0,9/22/2008,5.022,5.022,5.022,5.022,0.10%,,,,,,,,,,,,,,,,,,,,,
1569,1569.0,1569.0,1569.0,9/23/2008,4.935,4.935,4.935,4.935,-1.73%,,,,,,,,,,,,,,,,,,,,,
1570,1570.0,1570.0,1570.0,9/24/2008,4.857,4.857,4.857,4.857,-1.58%,,,,,,,,,,,,,,,,,,,,,
1571,1571.0,1571.0,1571.0,9/25/2008,4.878,4.878,4.878,4.878,0.43%,,,,,,,,,,,,,,,,,,,,,
1572,1572.0,1572.0,1572.0,9/26/2008,4.868,4.868,4.868,4.868,-0.20%,,,,,,,,,,,,,,,,,,,,,
1573,1573.0,1573.0,1573.0,9/29/2008,4.84,4.84,4.84,4.84,-0.58%,,,,,,,,,,,,,,,,,,,,,
1574,1574.0,1574.0,1574.0,9/30/2008,4.733,4.733,4.733,4.733,-2.21%,,,,,,,,,,,,,,,,,,,,,
1575,1575.0,1575.0,1575.0,10/1/2008,4.707,4.707,4.707,4.707,-0.55%,,,,,,,,,,,,,,,,,,,,,
1576,1576.0,1576.0,1576.0,10/2/2008,4.69,4.69,4.69,4.69,-0.36%,,,,,,,,,,,,,,,,,,,,,
1577,1577.0,1577.0,1577.0,10/3/2008,4.603,4.603,4.603,4.603,-1.86%,,,,,,,,,,,,,,,,,,,,,
1578,1578.0,1578.0,1578.0,10/6/2008,4.547,4.547,4.547,4.547,-1.22%,,,,,,,,,,,,,,,,,,,,,
1579,1579.0,1579.0,1579.0,10/7/2008,4.365,4.365,4.365,4.365,-4.00%,,,,,,,,,,,,,,,,,,,,,
1580,1580.0,1580.0,1580.0,10/8/2008,4.232,4.232,4.232,4.232,-3.05%,,,,,,,,,,,,,,,,,,,,,
1581,1581.0,1581.0,1581.0,10/9/2008,4.153,4.153,4.153,4.153,-1.87%,,,,,,,,,,,,,,,,,,,,,
1582,1582.0,1582.0,1582.0,10/10/2008,4.08,4.08,4.08,4.08,-1.76%,,,,,,,,,,,,,,,,,,,,,
1583,1583.0,1583.0,1583.0,10/13/2008,4.088,4.088,4.088,4.088,0.20%,,,,,,,,,,,,,,,,,,,,,
1584,1584.0,1584.0,1584.0,10/14/2008,4.192,4.192,4.192,4.192,2.54%,,,,,,,,,,,,,,,,,,,,,
1585,1585.0,1585.0,1585.0,10/15/2008,4.168,4.168,4.168,4.168,-0.57%,,,,,,,,,,,,,,,,,,,,,
1586,1586.0,1586.0,1586.0,10/16/2008,4.108,4.108,4.108,4.108,-1.44%,,,,,,,,,,,,,,,,,,,,,
1587,1587.0,1587.0,1587.0,10/17/2008,4.042,4.042,4.042,4.042,-1.61%,,,,,,,,,,,,,,,,,,,,,
1588,1588.0,1588.0,1588.0,10/20/2008,3.97,3.97,3.97,3.97,-1.78%,,,,,,,,,,,,,,,,,,,,,
1589,1589.0,1589.0,1589.0,10/21/2008,3.958,3.958,3.958,3.958,-0.30%,,,,,,,,,,,,,,,,,,,,,
1590,1590.0,1590.0,1590.0,10/22/2008,3.758,3.758,3.758,3.758,-5.05%,,,,,,,,,,,,,,,,,,,,,
1591,1591.0,1591.0,1591.0,10/23/2008,3.757,3.757,3.757,3.757,-0.03%,,,,,,,,,,,,,,,,,,,,,
1592,1592.0,1592.0,1592.0,10/24/2008,3.55,3.55,3.55,3.55,-5.51%,,,,,,,,,,,,,,,,,,,,,
1593,1593.0,1593.0,1593.0,10/27/2008,3.48,3.48,3.48,3.48,-1.97%,,,,,,,,,,,,,,,,,,,,,
1594,1594.0,1594.0,1594.0,10/28/2008,3.488,3.488,3.488,3.488,0.23%,,,,,,,,,,,,,,,,,,,,,
1595,1595.0,1595.0,1595.0,10/29/2008,3.48,3.48,3.48,3.48,-0.23%,,,,,,,,,,,,,,,,,,,,,
1596,1596.0,1596.0,1596.0,10/30/2008,3.427,3.427,3.427,3.427,-1.52%,,,,,,,,,,,,,,,,,,,,,
1597,1597.0,1597.0,1597.0,10/31/2008,3.378,3.378,3.378,3.378,-1.43%,,,,,,,,,,,,,,,,,,,,,
1598,1598.0,1598.0,1598.0,11/3/2008,3.377,3.377,3.377,3.377,-0.03%,,,,,,,,,,,,,,,,,,,,,
1599,1599.0,1599.0,1599.0,11/4/2008,3.282,3.282,3.282,3.282,-2.81%,,,,,,,,,,,,,,,,,,,,,
1600,1600.0,1600.0,1600.0,11/5/2008,3.162,3.162,3.162,3.162,-3.66%,,,,,,,,,,,,,,,,,,,,,
1601,1601.0,1601.0,1601.0,11/6/2008,3.03,3.03,3.03,3.03,-4.17%,,,,,,,,,,,,,,,,,,,,,
1602,1602.0,1602.0,1602.0,11/7/2008,2.415,2.415,2.415,2.415,-20.30%,,,,,,,,,,,,,,,,,,,,,
1603,1603.0,1603.0,1603.0,11/10/2008,2.403,2.403,2.403,2.403,-0.50%,,,,,,,,,,,,,,,,,,,,,
1604,1604.0,1604.0,1604.0,11/11/2008,2.37,2.37,2.37,2.37,-1.37%,,,,,,,,,,,,,,,,,,,,,
1605,1605.0,1605.0,1605.0,11/12/2008,2.235,2.235,2.235,2.235,-5.70%,,,,,,,,,,,,,,,,,,,,,
1606,1606.0,1606.0,1606.0,11/13/2008,2.045,2.045,2.045,2.045,-8.50%,,,,,,,,,,,,,,,,,,,,,
1607,1607.0,1607.0,1607.0,11/14/2008,1.99,1.99,1.99,1.99,-2.69%,,,,,,,,,,,,,,,,,,,,,
1608,1608.0,1608.0,1608.0,11/17/2008,1.93,1.93,1.93,1.93,-3.02%,,,,,,,,,,,,,,,,,,,,,
1609,1609.0,1609.0,1609.0,11/18/2008,1.877,1.877,1.877,1.877,-2.75%,,,,,,,,,,,,,,,,,,,,,
1610,1610.0,1610.0,1610.0,11/19/2008,1.83,1.83,1.83,1.83,-2.50%,,,,,,,,,,,,,,,,,,,,,
1611,1611.0,1611.0,1611.0,11/20/2008,1.762,1.762,1.762,1.762,-3.72%,,,,,,,,,,,,,,,,,,,,,
1612,1612.0,1612.0,1612.0,11/21/2008,1.722,1.722,1.722,1.722,-2.27%,,,,,,,,,,,,,,,,,,,,,
1613,1613.0,1613.0,1613.0,11/24/2008,1.693,1.693,1.693,1.693,-1.68%,,,,,,,,,,,,,,,,,,,,,
1614,1614.0,1614.0,1614.0,11/25/2008,1.665,1.665,1.665,1.665,-1.65%,,,,,,,,,,,,,,,,,,,,,
1615,1615.0,1615.0,1615.0,11/26/2008,1.653,1.653,1.653,1.653,-0.72%,,,,,,,,,,,,,,,,,,,,,
1616,1616.0,1616.0,1616.0,11/27/2008,1.752,1.752,1.752,1.752,5.99%,,,,,,,,,,,,,,,,,,,,,
1617,1617.0,1617.0,1617.0,11/28/2008,1.725,1.725,1.725,1.725,-1.54%,,,,,,,,,,,,,,,,,,,,,
1618,1618.0,1618.0,1618.0,12/1/2008,1.642,1.642,1.642,1.642,-4.81%,,,,,,,,,,,,,,,,,,,,,
1619,1619.0,1619.0,1619.0,12/2/2008,1.512,1.512,1.512,1.512,-7.92%,,,,,,,,,,,,,,,,,,,,,
1620,1620.0,1620.0,1620.0,12/3/2008,1.335,1.335,1.335,1.335,-11.71%,,,,,,,,,,,,,,,,,,,,,
1621,1621.0,1621.0,1621.0,12/4/2008,1.273,1.273,1.273,1.273,-4.64%,,,,,,,,,,,,,,,,,,,,,
1622,1622.0,1622.0,1622.0,12/5/2008,1.395,1.395,1.395,1.395,9.58%,,,,,,,,,,,,,,,,,,,,,
1623,1623.0,1623.0,1623.0,12/8/2008,1.44,1.44,1.44,1.44,3.23%,,,,,,,,,,,,,,,,,,,,,
1624,1624.0,1624.0,1624.0,12/9/2008,1.413,1.413,1.413,1.413,-1.88%,,,,,,,,,,,,,,,,,,,,,
1625,1625.0,1625.0,1625.0,12/10/2008,1.437,1.437,1.437,1.437,1.70%,,,,,,,,,,,,,,,,,,,,,
1626,1626.0,1626.0,1626.0,12/11/2008,1.472,1.472,1.472,1.472,2.44%,,,,,,,,,,,,,,,,,,,,,
1627,1627.0,1627.0,1627.0,12/12/2008,1.463,1.463,1.463,1.463,-0.61%,,,,,,,,,,,,,,,,,,,,,
1628,1628.0,1628.0,1628.0,12/15/2008,1.482,1.482,1.482,1.482,1.30%,,,,,,,,,,,,,,,,,,,,,
1629,1629.0,1629.0,1629.0,12/16/2008,1.477,1.477,1.477,1.477,-0.34%,,,,,,,,,,,,,,,,,,,,,
1630,1630.0,1630.0,1630.0,12/17/2008,1.335,1.335,1.335,1.335,-9.61%,,,,,,,,,,,,,,,,,,,,,
1631,1631.0,1631.0,1631.0,12/18/2008,1.247,1.247,1.247,1.247,-6.59%,,,,,,,,,,,,,,,,,,,,,
1632,1632.0,1632.0,1632.0,12/19/2008,1.32,1.32,1.32,1.32,5.85%,,,,,,,,,,,,,,,,,,,,,
1633,1633.0,1633.0,1633.0,12/22/2008,1.305,1.305,1.305,1.305,-1.14%,,,,,,,,,,,,,,,,,,,,,
1634,1634.0,1634.0,1634.0,12/23/2008,1.277,1.277,1.277,1.277,-2.15%,,,,,,,,,,,,,,,,,,,,,
1635,1635.0,1635.0,1635.0,12/24/2008,1.285,1.285,1.285,1.285,0.63%,,,,,,,,,,,,,,,,,,,,,
1636,1636.0,1636.0,1636.0,12/29/2008,1.243,1.243,1.243,1.243,-3.27%,,,,,,,,,,,,,,,,,,,,,
1637,1637.0,1637.0,1637.0,12/30/2008,1.233,1.233,1.233,1.233,-0.80%,,,,,,,,,,,,,,,,,,,,,
1638,1638.0,1638.0,1638.0,12/31/2008,1.212,1.212,1.212,1.212,-1.70%,,,,,,,,,,,,,,,,,,,,,
1639,1639.0,1639.0,1639.0,1/2/2009,1.183,1.183,1.183,1.183,-2.39%,,,,,,,,,,,,,,,,,,,,,
1640,1640.0,1640.0,1640.0,1/5/2009,1.16,1.16,1.16,1.16,-1.94%,,,,,,,,,,,,,,,,,,,,,
1641,1641.0,1641.0,1641.0,1/6/2009,1.147,1.147,1.147,1.147,-1.12%,,,,,,,,,,,,,,,,,,,,,
1642,1642.0,1642.0,1642.0,1/7/2009,1.14,1.14,1.14,1.14,-0.61%,,,,,,,,,,,,,,,,,,,,,
1643,1643.0,1643.0,1643.0,1/8/2009,1.063,1.063,1.063,1.063,-6.75%,,,,,,,,,,,,,,,,,,,,,
1644,1644.0,1644.0,1644.0,1/9/2009,1.032,1.032,1.032,1.032,-2.92%,,,,,,,,,,,,,,,,,,,,,
1645,1645.0,1645.0,1645.0,1/12/2009,1.052,1.052,1.052,1.052,1.94%,,,,,,,,,,,,,,,,,,,,,
1646,1646.0,1646.0,1646.0,1/13/2009,1.052,1.052,1.052,1.052,0.00%,,,,,,,,,,,,,,,,,,,,,
1647,1647.0,1647.0,1647.0,1/14/2009,1.055,1.055,1.055,1.055,0.29%,,,,,,,,,,,,,,,,,,,,,
1648,1648.0,1648.0,1648.0,1/15/2009,1.05,1.05,1.05,1.05,-0.47%,,,,,,,,,,,,,,,,,,,,,
1649,1649.0,1649.0,1649.0,1/16/2009,1.062,1.062,1.062,1.062,1.14%,,,,,,,,,,,,,,,,,,,,,
1650,1650.0,1650.0,1650.0,1/19/2009,1.078,1.078,1.078,1.078,1.51%,,,,,,,,,,,,,,,,,,,,,
1651,1651.0,1651.0,1651.0,1/20/2009,1.057,1.057,1.057,1.057,-1.95%,,,,,,,,,,,,,,,,,,,,,
1652,1652.0,1652.0,1652.0,1/21/2009,0.908,0.908,0.908,0.908,-14.10%,,,,,,,,,,,,,,,,,,,,,
1653,1653.0,1653.0,1653.0,1/22/2009,0.935,0.935,0.935,0.935,2.97%,,,,,,,,,,,,,,,,,,,,,
1654,1654.0,1654.0,1654.0,1/23/2009,0.947,0.947,0.947,0.947,1.28%,,,,,,,,,,,,,,,,,,,,,
1655,1655.0,1655.0,1655.0,1/26/2009,0.938,0.938,0.938,0.938,-0.95%,,,,,,,,,,,,,,,,,,,,,
1656,1656.0,1656.0,1656.0,1/27/2009,0.97,0.97,0.97,0.97,3.41%,,,,,,,,,,,,,,,,,,,,,
1657,1657.0,1657.0,1657.0,1/28/2009,0.968,0.968,0.968,0.968,-0.21%,,,,,,,,,,,,,,,,,,,,,
1658,1658.0,1658.0,1658.0,1/29/2009,0.982,0.982,0.982,0.982,1.45%,,,,,,,,,,,,,,,,,,,,,
1659,1659.0,1659.0,1659.0,1/30/2009,0.985,0.985,0.985,0.985,0.31%,,,,,,,,,,,,,,,,,,,,,
1660,1660.0,1660.0,1660.0,2/2/2009,0.995,0.995,0.995,0.995,1.02%,,,,,,,,,,,,,,,,,,,,,
1661,1661.0,1661.0,1661.0,2/3/2009,0.998,0.998,0.998,0.998,0.30%,,,,,,,,,,,,,,,,,,,,,
1662,1662.0,1662.0,1662.0,2/4/2009,0.983,0.983,0.983,0.983,-1.50%,,,,,,,,,,,,,,,,,,,,,
1663,1663.0,1663.0,1663.0,2/5/2009,0.97,0.97,0.97,0.97,-1.32%,,,,,,,,,,,,,,,,,,,,,
1664,1664.0,1664.0,1664.0,2/6/2009,0.952,0.952,0.952,0.952,-1.86%,,,,,,,,,,,,,,,,,,,,,
1665,1665.0,1665.0,1665.0,2/9/2009,0.953,0.953,0.953,0.953,0.11%,,,,,,,,,,,,,,,,,,,,,
1666,1666.0,1666.0,1666.0,2/10/2009,0.928,0.928,0.928,0.928,-2.62%,,,,,,,,,,,,,,,,,,,,,
1667,1667.0,1667.0,1667.0,2/11/2009,0.788,0.788,0.788,0.788,-15.09%,,,,,,,,,,,,,,,,,,,,,
1668,1668.0,1668.0,1668.0,2/12/2009,0.747,0.747,0.747,0.747,-5.20%,,,,,,,,,,,,,,,,,,,,,
1669,1669.0,1669.0,1669.0,2/13/2009,0.745,0.745,0.745,0.745,-0.27%,,,,,,,,,,,,,,,,,,,,,
1670,1670.0,1670.0,1670.0,2/16/2009,0.763,0.763,0.763,0.763,2.42%,,,,,,,,,,,,,,,,,,,,,
1671,1671.0,1671.0,1671.0,2/17/2009,0.772,0.772,0.772,0.772,1.18%,,,,,,,,,,,,,,,,,,,,,
1672,1672.0,1672.0,1672.0,2/18/2009,0.78,0.78,0.78,0.78,1.04%,,,,,,,,,,,,,,,,,,,,,
1673,1673.0,1673.0,1673.0,2/19/2009,0.805,0.805,0.805,0.805,3.21%,,,,,,,,,,,,,,,,,,,,,
1674,1674.0,1674.0,1674.0,2/20/2009,0.8,0.8,0.8,0.8,-0.62%,,,,,,,,,,,,,,,,,,,,,
1675,1675.0,1675.0,1675.0,2/23/2009,0.812,0.812,0.812,0.812,1.50%,,,,,,,,,,,,,,,,,,,,,
1676,1676.0,1676.0,1676.0,2/24/2009,0.793,0.793,0.793,0.793,-2.34%,,,,,,,,,,,,,,,,,,,,,
1677,1677.0,1677.0,1677.0,2/25/2009,0.752,0.752,0.752,0.752,-5.17%,,,,,,,,,,,,,,,,,,,,,
1678,1678.0,1678.0,1678.0,2/26/2009,0.745,0.745,0.745,0.745,-0.93%,,,,,,,,,,,,,,,,,,,,,
1679,1679.0,1679.0,1679.0,2/27/2009,0.73,0.73,0.73,0.73,-2.01%,,,,,,,,,,,,,,,,,,,,,
1680,1680.0,1680.0,1680.0,3/2/2009,0.682,0.682,0.682,0.682,-6.58%,,,,,,,,,,,,,,,,,,,,,
1681,1681.0,1681.0,1681.0,3/3/2009,0.64,0.64,0.64,0.64,-6.16%,,,,,,,,,,,,,,,,,,,,,
1682,1682.0,1682.0,1682.0,3/4/2009,0.638,0.638,0.638,0.638,-0.31%,,,,,,,,,,,,,,,,,,,,,
1683,1683.0,1683.0,1683.0,3/5/2009,0.632,0.632,0.632,0.632,-0.94%,,,,,,,,,,,,,,,,,,,,,
1684,1684.0,1684.0,1684.0,3/6/2009,0.747,0.747,0.747,0.747,18.20%,,,,,,,,,,,,,,,,,,,,,
1685,1685.0,1685.0,1685.0,3/9/2009,0.735,0.735,0.735,0.735,-1.61%,,,,,,,,,,,,,,,,,,,,,
1686,1686.0,1686.0,1686.0,3/10/2009,0.763,0.763,0.763,0.763,3.81%,,,,,,,,,,,,,,,,,,,,,
1687,1687.0,1687.0,1687.0,3/11/2009,0.758,0.758,0.758,0.758,-0.66%,,,,,,,,,,,,,,,,,,,,,
1688,1688.0,1688.0,1688.0,3/12/2009,0.728,0.728,0.728,0.728,-3.96%,,,,,,,,,,,,,,,,,,,,,
1689,1689.0,1689.0,1689.0,3/13/2009,0.743,0.743,0.743,0.743,2.06%,,,,,,,,,,,,,,,,,,,,,
1690,1690.0,1690.0,1690.0,3/16/2009,0.75,0.75,0.75,0.75,0.94%,,,,,,,,,,,,,,,,,,,,,
1691,1691.0,1691.0,1691.0,3/17/2009,0.732,0.732,0.732,0.732,-2.40%,,,,,,,,,,,,,,,,,,,,,
1692,1692.0,1692.0,1692.0,3/18/2009,0.723,0.723,0.723,0.723,-1.23%,,,,,,,,,,,,,,,,,,,,,
1693,1693.0,1693.0,1693.0,3/19/2009,0.705,0.705,0.705,0.705,-2.49%,,,,,,,,,,,,,,,,,,,,,
1694,1694.0,1694.0,1694.0,3/20/2009,0.69,0.69,0.69,0.69,-2.13%,,,,,,,,,,,,,,,,,,,,,
1695,1695.0,1695.0,1695.0,3/23/2009,0.705,0.705,0.705,0.705,2.17%,,,,,,,,,,,,,,,,,,,,,
1696,1696.0,1696.0,1696.0,3/24/2009,0.732,0.732,0.732,0.732,3.83%,,,,,,,,,,,,,,,,,,,,,
1697,1697.0,1697.0,1697.0,3/25/2009,0.75,0.75,0.75,0.75,2.46%,,,,,,,,,,,,,,,,,,,,,
1698,1698.0,1698.0,1698.0,3/26/2009,0.758,0.758,0.758,0.758,1.07%,,,,,,,,,,,,,,,,,,,,,
1699,1699.0,1699.0,1699.0,3/27/2009,0.755,0.755,0.755,0.755,-0.40%,,,,,,,,,,,,,,,,,,,,,
1700,1700.0,1700.0,1700.0,3/30/2009,0.747,0.747,0.747,0.747,-1.06%,,,,,,,,,,,,,,,,,,,,,
1701,1701.0,1701.0,1701.0,3/31/2009,0.738,0.738,0.738,0.738,-1.20%,,,,,,,,,,,,,,,,,,,,,
1702,1702.0,1702.0,1702.0,4/1/2009,0.727,0.727,0.727,0.727,-1.49%,,,,,,,,,,,,,,,,,,,,,
1703,1703.0,1703.0,1703.0,4/2/2009,0.733,0.733,0.733,0.733,0.83%,,,,,,,,,,,,,,,,,,,,,
1704,1704.0,1704.0,1704.0,4/3/2009,0.745,0.745,0.745,0.745,1.64%,,,,,,,,,,,,,,,,,,,,,
1705,1705.0,1705.0,1705.0,4/6/2009,0.753,0.753,0.753,0.753,1.07%,,,,,,,,,,,,,,,,,,,,,
1706,1706.0,1706.0,1706.0,4/7/2009,0.747,0.747,0.747,0.747,-0.80%,,,,,,,,,,,,,,,,,,,,,
1707,1707.0,1707.0,1707.0,4/8/2009,0.732,0.732,0.732,0.732,-2.01%,,,,,,,,,,,,,,,,,,,,,
1708,1708.0,1708.0,1708.0,4/9/2009,0.728,0.728,0.728,0.728,-0.55%,,,,,,,,,,,,,,,,,,,,,
1709,1709.0,1709.0,1709.0,4/14/2009,0.718,0.718,0.718,0.718,-1.37%,,,,,,,,,,,,,,,,,,,,,
1710,1710.0,1710.0,1710.0,4/15/2009,0.713,0.713,0.713,0.713,-0.70%,,,,,,,,,,,,,,,,,,,,,
1711,1711.0,1711.0,1711.0,4/16/2009,0.715,0.715,0.715,0.715,0.28%,,,,,,,,,,,,,,,,,,,,,
1712,1712.0,1712.0,1712.0,4/17/2009,0.712,0.712,0.712,0.712,-0.42%,,,,,,,,,,,,,,,,,,,,,
1713,1713.0,1713.0,1713.0,4/20/2009,0.713,0.713,0.713,0.713,0.14%,,,,,,,,,,,,,,,,,,,,,
1714,1714.0,1714.0,1714.0,4/21/2009,0.713,0.713,0.713,0.713,0.00%,,,,,,,,,,,,,,,,,,,,,
1715,1715.0,1715.0,1715.0,4/22/2009,0.703,0.703,0.703,0.703,-1.40%,,,,,,,,,,,,,,,,,,,,,
1716,1716.0,1716.0,1716.0,4/23/2009,0.665,0.665,0.665,0.665,-5.41%,,,,,,,,,,,,,,,,,,,,,
1717,1717.0,1717.0,1717.0,4/24/2009,0.66,0.66,0.66,0.66,-0.75%,,,,,,,,,,,,,,,,,,,,,
1718,1718.0,1718.0,1718.0,4/27/2009,0.643,0.643,0.643,0.643,-2.58%,,,,,,,,,,,,,,,,,,,,,
1719,1719.0,1719.0,1719.0,4/28/2009,0.652,0.652,0.652,0.652,1.40%,,,,,,,,,,,,,,,,,,,,,
1720,1720.0,1720.0,1720.0,4/29/2009,0.663,0.663,0.663,0.663,1.69%,,,,,,,,,,,,,,,,,,,,,
1721,1721.0,1721.0,1721.0,4/30/2009,0.657,0.657,0.657,0.657,-0.90%,,,,,,,,,,,,,,,,,,,,,
1722,1722.0,1722.0,1722.0,5/1/2009,0.647,0.647,0.647,0.647,-1.52%,,,,,,,,,,,,,,,,,,,,,
1723,1723.0,1723.0,1723.0,5/5/2009,0.652,0.652,0.652,0.652,0.77%,,,,,,,,,,,,,,,,,,,,,
1724,1724.0,1724.0,1724.0,5/6/2009,0.652,0.652,0.652,0.652,0.00%,,,,,,,,,,,,,,,,,,,,,
1725,1725.0,1725.0,1725.0,5/7/2009,0.66,0.66,0.66,0.66,1.23%,,,,,,,,,,,,,,,,,,,,,
1726,1726.0,1726.0,1726.0,5/8/2009,0.643,0.643,0.643,0.643,-2.58%,,,,,,,,,,,,,,,,,,,,,
1727,1727.0,1727.0,1727.0,5/11/2009,0.65,0.65,0.65,0.65,1.09%,,,,,,,,,,,,,,,,,,,,,
1728,1728.0,1728.0,1728.0,5/12/2009,0.652,0.652,0.652,0.652,0.31%,,,,,,,,,,,,,,,,,,,,,
1729,1729.0,1729.0,1729.0,5/13/2009,0.643,0.643,0.643,0.643,-1.38%,,,,,,,,,,,,,,,,,,,,,
1730,1730.0,1730.0,1730.0,5/14/2009,0.648,0.648,0.648,0.648,0.78%,,,,,,,,,,,,,,,,,,,,,
1731,1731.0,1731.0,1731.0,5/15/2009,0.642,0.642,0.642,0.642,-0.93%,,,,,,,,,,,,,,,,,,,,,
1732,1732.0,1732.0,1732.0,5/18/2009,0.642,0.642,0.642,0.642,0.00%,,,,,,,,,,,,,,,,,,,,,
1733,1733.0,1733.0,1733.0,5/19/2009,0.637,0.637,0.637,0.637,-0.78%,,,,,,,,,,,,,,,,,,,,,
1734,1734.0,1734.0,1734.0,5/20/2009,0.637,0.637,0.637,0.637,0.00%,,,,,,,,,,,,,,,,,,,,,
1735,1735.0,1735.0,1735.0,5/21/2009,0.635,0.635,0.635,0.635,-0.31%,,,,,,,,,,,,,,,,,,,,,
1736,1736.0,1736.0,1736.0,5/22/2009,0.643,0.643,0.643,0.643,1.26%,,,,,,,,,,,,,,,,,,,,,
1737,1737.0,1737.0,1737.0,5/26/2009,0.645,0.645,0.645,0.645,0.31%,,,,,,,,,,,,,,,,,,,,,
1738,1738.0,1738.0,1738.0,5/27/2009,0.643,0.643,0.643,0.643,-0.31%,,,,,,,,,,,,,,,,,,,,,
1739,1739.0,1739.0,1739.0,5/28/2009,0.645,0.645,0.645,0.645,0.31%,,,,,,,,,,,,,,,,,,,,,
1740,1740.0,1740.0,1740.0,5/29/2009,0.628,0.628,0.628,0.628,-2.64%,,,,,,,,,,,,,,,,,,,,,
1741,1741.0,1741.0,1741.0,6/1/2009,0.635,0.635,0.635,0.635,1.11%,,,,,,,,,,,,,,,,,,,,,
1742,1742.0,1742.0,1742.0,6/2/2009,0.635,0.635,0.635,0.635,0.00%,,,,,,,,,,,,,,,,,,,,,
1743,1743.0,1743.0,1743.0,6/3/2009,0.637,0.637,0.637,0.637,0.31%,,,,,,,,,,,,,,,,,,,,,
1744,1744.0,1744.0,1744.0,6/4/2009,0.635,0.635,0.635,0.635,-0.31%,,,,,,,,,,,,,,,,,,,,,
1745,1745.0,1745.0,1745.0,6/5/2009,0.635,0.635,0.635,0.635,0.00%,,,,,,,,,,,,,,,,,,,,,
1746,1746.0,1746.0,1746.0,6/8/2009,0.66,0.66,0.66,0.66,3.94%,,,,,,,,,,,,,,,,,,,,,
1747,1747.0,1747.0,1747.0,6/9/2009,0.66,0.66,0.66,0.66,0.00%,,,,,,,,,,,,,,,,,,,,,
1748,1748.0,1748.0,1748.0,6/10/2009,0.648,0.648,0.648,0.648,-1.82%,,,,,,,,,,,,,,,,,,,,,
1749,1749.0,1749.0,1749.0,6/11/2009,0.652,0.652,0.652,0.652,0.62%,,,,,,,,,,,,,,,,,,,,,
1750,1750.0,1750.0,1750.0,6/12/2009,0.652,0.652,0.652,0.652,0.00%,,,,,,,,,,,,,,,,,,,,,
1751,1751.0,1751.0,1751.0,6/15/2009,0.647,0.647,0.647,0.647,-0.77%,,,,,,,,,,,,,,,,,,,,,
1752,1752.0,1752.0,1752.0,6/16/2009,0.648,0.648,0.648,0.648,0.15%,,,,,,,,,,,,,,,,,,,,,
1753,1753.0,1753.0,1753.0,6/17/2009,0.645,0.645,0.645,0.645,-0.46%,,,,,,,,,,,,,,,,,,,,,
1754,1754.0,1754.0,1754.0,6/18/2009,0.643,0.643,0.643,0.643,-0.31%,,,,,,,,,,,,,,,,,,,,,
