,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Price,Open,High,Low,Vol.,Change %,0,1,2,3,4,5,6,0.1,1.1,2.1,3.1,4.1,5.1,6.1
4000,4000.0,4000.0,4000.0,8/22/2005,323,324,326.5,320,4.53K,-0.69%,,,,,,,,,,,,,,
4001,4001.0,4001.0,4001.0,8/23/2005,317.25,322.75,324.5,316.25,5.82K,-1.78%,,,,,,,,,,,,,,
4002,4002.0,4002.0,4002.0,8/24/2005,314,316.5,318,311.25,6.38K,-1.02%,,,,,,,,,,,,,,
4003,4003.0,4003.0,4003.0,8/25/2005,315.75,314.25,316.25,310.25,12.01K,0.56%,,,,,,,,,,,,,,
4004,4004.0,4004.0,4004.0,8/26/2005,312.25,315.75,316.5,311,6.58K,-1.11%,,,,,,,,,,,,,,
4005,4005.0,4005.0,4005.0,8/29/2005,310.5,313.25,315.25,309.75,8.38K,-0.56%,,,,,,,,,,,,,,
4006,4006.0,4006.0,4006.0,8/30/2005,307.25,310.5,312.5,307,11.78K,-1.05%,,,,,,,,,,,,,,
4007,4007.0,4007.0,4007.0,8/31/2005,301.5,307.75,308,300.75,8.74K,-1.87%,,,,,,,,,,,,,,
4008,4008.0,4008.0,4008.0,9/1/2005,306.75,303,307.5,301.75,3.36K,1.74%,,,,,,,,,,,,,,
4009,4009.0,4009.0,4009.0,9/2/2005,305,308,308,303,1.47K,-0.57%,,,,,,,,,,,,,,
4010,4010.0,4010.0,4010.0,9/6/2005,305.5,305.25,309,305.25,1.26K,0.16%,,,,,,,,,,,,,,
4011,4011.0,4011.0,4011.0,9/7/2005,303.5,306,306.25,303,1.98K,-0.65%,,,,,,,,,,,,,,
4012,4012.0,4012.0,4012.0,9/8/2005,309,303.5,309,303.5,0.02K,1.81%,,,,,,,,,,,,,,
4013,4013.0,4013.0,4013.0,9/9/2005,313,310,313.25,310,0.29K,1.29%,,,,,,,,,,,,,,
4014,4014.0,4014.0,4014.0,9/12/2005,313,306,314.5,306,0.11K,0.00%,,,,,,,,,,,,,,
4015,4015.0,4015.0,4015.0,9/13/2005,316.5,311.5,316.5,310,1.07K,1.12%,,,,,,,,,,,,,,
4016,4016.0,4016.0,4016.0,9/14/2005,311.5,318.5,318.5,311,0.07K,-1.58%,,,,,,,,,,,,,,
4017,4017.0,4017.0,4017.0,9/15/2005,322.75,327.25,327.5,320.5,19.16K,3.61%,,,,,,,,,,,,,,
4018,4018.0,4018.0,4018.0,9/16/2005,324.25,322.5,329,321.25,20.24K,0.46%,,,,,,,,,,,,,,
4019,4019.0,4019.0,4019.0,9/19/2005,320.25,324.25,326.25,320,15.66K,-1.23%,,,,,,,,,,,,,,
4020,4020.0,4020.0,4020.0,9/20/2005,321.25,320.5,323,318.25,13.96K,0.31%,,,,,,,,,,,,,,
4021,4021.0,4021.0,4021.0,9/21/2005,325.25,321.25,325.5,320,13.77K,1.25%,,,,,,,,,,,,,,
4022,4022.0,4022.0,4022.0,9/22/2005,332.25,325.75,334.5,323.75,41.76K,2.15%,,,,,,,,,,,,,,
4023,4023.0,4023.0,4023.0,9/23/2005,333.5,332.5,335.5,330.75,24.28K,0.38%,,,,,,,,,,,,,,
4024,4024.0,4024.0,4024.0,9/26/2005,329.25,333,334,327.5,18.73K,-1.27%,,,,,,,,,,,,,,
4025,4025.0,4025.0,4025.0,9/27/2005,327,329,330.75,325.75,20.80K,-0.68%,,,,,,,,,,,,,,
4026,4026.0,4026.0,4026.0,9/28/2005,328.75,325.25,331.75,324.5,17.98K,0.54%,,,,,,,,,,,,,,
4027,4027.0,4027.0,4027.0,9/29/2005,333.5,329.25,335.5,329,19.29K,1.44%,,,,,,,,,,,,,,
4028,4028.0,4028.0,4028.0,9/30/2005,346.25,333.75,353,332,73.06K,3.82%,,,,,,,,,,,,,,
4029,4029.0,4029.0,4029.0,10/1/2005,317,346.25,352,315.5,484.18K,-8.45%,,,,,,,,,,,,,,
4030,4030.0,4030.0,4030.0,10/3/2005,348.75,346.25,352,345.5,32.73K,10.02%,,,,,,,,,,,,,,
4031,4031.0,4031.0,4031.0,10/4/2005,347.25,348,348.5,342.5,25.84K,-0.43%,,,,,,,,,,,,,,
4032,4032.0,4032.0,4032.0,10/5/2005,345,347.5,347.75,342.75,17.25K,-0.65%,,,,,,,,,,,,,,
4033,4033.0,4033.0,4033.0,10/6/2005,345.25,345.75,346.5,340.5,20.34K,0.07%,,,,,,,,,,,,,,
4034,4034.0,4034.0,4034.0,10/7/2005,338,345,345.25,336.75,18.32K,-2.10%,,,,,,,,,,,,,,
4035,4035.0,4035.0,4035.0,10/10/2005,339.75,338,341.25,337.5,16.29K,0.52%,,,,,,,,,,,,,,
4036,4036.0,4036.0,4036.0,10/11/2005,342.75,339.75,344.5,339,16.76K,0.88%,,,,,,,,,,,,,,
4037,4037.0,4037.0,4037.0,10/12/2005,347.5,342.75,350,341.5,22.78K,1.39%,,,,,,,,,,,,,,
4038,4038.0,4038.0,4038.0,10/13/2005,343.5,347,347.25,342,16.87K,-1.15%,,,,,,,,,,,,,,
4039,4039.0,4039.0,4039.0,10/14/2005,339,343.25,344.25,335.75,33.71K,-1.31%,,,,,,,,,,,,,,
4040,4040.0,4040.0,4040.0,10/17/2005,336.25,339,339.25,334.5,17.35K,-0.81%,,,,,,,,,,,,,,
4041,4041.0,4041.0,4041.0,10/18/2005,328.75,336.5,338,328.5,29.06K,-2.23%,,,,,,,,,,,,,,
4042,4042.0,4042.0,4042.0,10/19/2005,327.75,327.5,330,326.25,20.00K,-0.30%,,,,,,,,,,,,,,
4043,4043.0,4043.0,4043.0,10/20/2005,332.25,328.75,333.25,326,21.17K,1.37%,,,,,,,,,,,,,,
4044,4044.0,4044.0,4044.0,10/21/2005,330,332.5,332.75,328,15.66K,-0.68%,,,,,,,,,,,,,,
4045,4045.0,4045.0,4045.0,10/24/2005,323.25,329.25,329.5,322.5,31.67K,-2.05%,,,,,,,,,,,,,,
4046,4046.0,4046.0,4046.0,10/25/2005,325.5,323,326.5,322.25,20.31K,0.70%,,,,,,,,,,,,,,
4047,4047.0,4047.0,4047.0,10/26/2005,323.5,325.5,329,322.75,19.50K,-0.61%,,,,,,,,,,,,,,
4048,4048.0,4048.0,4048.0,10/27/2005,324.5,323.5,326.5,322,15.85K,0.31%,,,,,,,,,,,,,,
4049,4049.0,4049.0,4049.0,10/28/2005,317.75,324.75,326.5,315.5,33.74K,-2.08%,,,,,,,,,,,,,,
4050,4050.0,4050.0,4050.0,10/31/2005,317,317.5,319.5,316,38.98K,-0.24%,,,,,,,,,,,,,,
4051,4051.0,4051.0,4051.0,11/1/2005,317,317.5,320.5,314.5,26.65K,0.00%,,,,,,,,,,,,,,
4052,4052.0,4052.0,4052.0,11/2/2005,313,317,317.5,312,25.39K,-1.26%,,,,,,,,,,,,,,
4053,4053.0,4053.0,4053.0,11/3/2005,313.25,313.5,314,310,31.91K,0.08%,,,,,,,,,,,,,,
4054,4054.0,4054.0,4054.0,11/4/2005,311.25,314,315.5,310.5,31.86K,-0.64%,,,,,,,,,,,,,,
4055,4055.0,4055.0,4055.0,11/7/2005,310,311.25,313.5,308.75,38.98K,-0.40%,,,,,,,,,,,,,,
4056,4056.0,4056.0,4056.0,11/8/2005,313,310.5,315.75,310,29.30K,0.97%,,,,,,,,,,,,,,
4057,4057.0,4057.0,4057.0,11/9/2005,315,313.25,317.5,312,31.23K,0.64%,,,,,,,,,,,,,,
4058,4058.0,4058.0,4058.0,11/10/2005,309.75,315.25,317.5,309.5,45.31K,-1.67%,,,,,,,,,,,,,,
4059,4059.0,4059.0,4059.0,11/11/2005,311.5,310.25,314,310,36.79K,0.56%,,,,,,,,,,,,,,
4060,4060.0,4060.0,4060.0,11/14/2005,311.75,310.25,315,310.25,20.17K,0.08%,,,,,,,,,,,,,,
4061,4061.0,4061.0,4061.0,11/15/2005,307,312,316,306,37.84K,-1.52%,,,,,,,,,,,,,,
4062,4062.0,4062.0,4062.0,11/16/2005,306.75,308,309,304.5,34.94K,-0.08%,,,,,,,,,,,,,,
4063,4063.0,4063.0,4063.0,11/17/2005,304.75,307.25,308,303.75,23.43K,-0.65%,,,,,,,,,,,,,,
4064,4064.0,4064.0,4064.0,11/18/2005,302,304.75,306,301.25,12.17K,-0.90%,,,,,,,,,,,,,,
4065,4065.0,4065.0,4065.0,11/21/2005,298.5,301.5,303.5,298,24.07K,-1.16%,,,,,,,,,,,,,,
4066,4066.0,4066.0,4066.0,11/22/2005,297,298.25,302,295.25,18.82K,-0.50%,,,,,,,,,,,,,,
4067,4067.0,4067.0,4067.0,11/23/2005,297,297.75,299.25,296.5,0.22K,0.00%,,,,,,,,,,,,,,
4068,4068.0,4068.0,4068.0,11/25/2005,297,297.5,298.5,295.5,9.24K,0.00%,,,,,,,,,,,,,,
4069,4069.0,4069.0,4069.0,11/28/2005,297.5,297.25,298,295,17.14K,0.17%,,,,,,,,,,,,,,
4070,4070.0,4070.0,4070.0,11/29/2005,300.5,299,302,298.5,24.18K,1.01%,,,,,,,,,,,,,,
4071,4071.0,4071.0,4071.0,11/30/2005,304,300.5,305,295.5,8.18K,1.16%,,,,,,,,,,,,,,
4072,4072.0,4072.0,4072.0,12/1/2005,305.5,303.75,306.75,301,4.86K,0.49%,,,,,,,,,,,,,,
4073,4073.0,4073.0,4073.0,12/2/2005,303.5,305,306.5,303,2.56K,-0.65%,,,,,,,,,,,,,,
4074,4074.0,4074.0,4074.0,12/5/2005,304.5,303,308.5,303,1.18K,0.33%,,,,,,,,,,,,,,
4075,4075.0,4075.0,4075.0,12/6/2005,299.75,304.5,305,299,1.83K,-1.56%,,,,,,,,,,,,,,
4076,4076.0,4076.0,4076.0,12/7/2005,297.25,299.75,299.75,295,0.74K,-0.83%,,,,,,,,,,,,,,
4077,4077.0,4077.0,4077.0,12/8/2005,295.5,299.5,299.5,294.5,0.55K,-0.59%,,,,,,,,,,,,,,
4078,4078.0,4078.0,4078.0,12/9/2005,293,295,295,292.5,0.58K,-0.85%,,,,,,,,,,,,,,
4079,4079.0,4079.0,4079.0,12/12/2005,299.5,296.5,299.5,296.5,0.21K,2.22%,,,,,,,,,,,,,,
4080,4080.0,4080.0,4080.0,12/13/2005,304,300,304,298,0.20K,1.50%,,,,,,,,,,,,,,
4081,4081.0,4081.0,4081.0,12/14/2005,309.5,306,309.5,306,0.10K,1.81%,,,,,,,,,,,,,,
4082,4082.0,4082.0,4082.0,12/15/2005,318.75,323.75,326.75,318,23.95K,2.99%,,,,,,,,,,,,,,
4083,4083.0,4083.0,4083.0,12/16/2005,319.75,319,323,317.5,16.75K,0.31%,,,,,,,,,,,,,,
4084,4084.0,4084.0,4084.0,12/19/2005,323.25,320.5,323.5,318.5,16.17K,1.09%,,,,,,,,,,,,,,
4085,4085.0,4085.0,4085.0,12/20/2005,328,323.25,325,323.5,25.95K,1.47%,,,,,,,,,,,,,,
4086,4086.0,4086.0,4086.0,12/21/2005,327.5,327.25,328.5,324.75,13.98K,-0.15%,,,,,,,,,,,,,,
4087,4087.0,4087.0,4087.0,12/22/2005,330.75,328,331.25,327.5,21.76K,0.99%,,,,,,,,,,,,,,
4088,4088.0,4088.0,4088.0,12/23/2005,334.5,330.75,336,330.5,24.97K,1.13%,,,,,,,,,,,,,,
4089,4089.0,4089.0,4089.0,12/27/2005,340,334,340.5,332.5,21.63K,1.64%,,,,,,,,,,,,,,
4090,4090.0,4090.0,4090.0,12/28/2005,345.5,340.25,346.5,339.25,36.63K,1.62%,,,,,,,,,,,,,,
4091,4091.0,4091.0,4091.0,12/29/2005,337.25,345,347,337,27.92K,-2.39%,,,,,,,,,,,,,,
4092,4092.0,4092.0,4092.0,12/30/2005,339.25,336,340,334.5,25.95K,0.59%,,,,,,,,,,,,,,
4093,4093.0,4093.0,4093.0,1/1/2006,343.25,340,350,321.5,570.96K,1.18%,,,,,,,,,,,,,,
4094,4094.0,4094.0,4094.0,1/3/2006,346,340,346.5,340,26.38K,0.80%,,,,,,,,,,,,,,
4095,4095.0,4095.0,4095.0,1/4/2006,346.25,345,346.75,340.5,25.71K,0.07%,,,,,,,,,,,,,,
4096,4096.0,4096.0,4096.0,1/5/2006,339.75,346,346.75,338.75,23.70K,-1.88%,,,,,,,,,,,,,,
4097,4097.0,4097.0,4097.0,1/6/2006,330.75,338.5,341.5,330.25,27.32K,-2.65%,,,,,,,,,,,,,,
4098,4098.0,4098.0,4098.0,1/9/2006,326.5,328.5,329.25,323.75,35.02K,-1.28%,,,,,,,,,,,,,,
4099,4099.0,4099.0,4099.0,1/10/2006,329.25,327,329.5,324.75,22.76K,0.84%,,,,,,,,,,,,,,
4100,4100.0,4100.0,4100.0,1/11/2006,330.5,329.5,331,326,18.52K,0.38%,,,,,,,,,,,,,,
4101,4101.0,4101.0,4101.0,1/12/2006,333.25,330.25,335,325.75,30.46K,0.83%,,,,,,,,,,,,,,
4102,4102.0,4102.0,4102.0,1/13/2006,334.75,332,335,331.5,13.45K,0.45%,,,,,,,,,,,,,,
4103,4103.0,4103.0,4103.0,1/17/2006,328.75,333.25,336.5,326,23.46K,-1.79%,,,,,,,,,,,,,,
4104,4104.0,4104.0,4104.0,1/18/2006,322.5,328.5,328.75,321.5,31.18K,-1.90%,,,,,,,,,,,,,,
4105,4105.0,4105.0,4105.0,1/19/2006,326.5,323,328,321.5,21.68K,1.24%,,,,,,,,,,,,,,
4106,4106.0,4106.0,4106.0,1/20/2006,326.5,326.25,328.5,324,17.52K,0.00%,,,,,,,,,,,,,,
4107,4107.0,4107.0,4107.0,1/23/2006,326,327,331,324.5,26.03K,-0.15%,,,,,,,,,,,,,,
4108,4108.0,4108.0,4108.0,1/24/2006,332.5,325.75,333.5,324.75,30.23K,1.99%,,,,,,,,,,,,,,
4109,4109.0,4109.0,4109.0,1/25/2006,342,332,345,331.5,50.03K,2.86%,,,,,,,,,,,,,,
4110,4110.0,4110.0,4110.0,1/26/2006,344.5,341.25,345.5,340,24.50K,0.73%,,,,,,,,,,,,,,
4111,4111.0,4111.0,4111.0,1/27/2006,343.5,344.25,350,341.5,37.78K,-0.29%,,,,,,,,,,,,,,
4112,4112.0,4112.0,4112.0,1/30/2006,345.25,345.25,349,343.5,25.98K,0.51%,,,,,,,,,,,,,,
4113,4113.0,4113.0,4113.0,1/31/2006,343.25,345.5,347.75,338.5,59.26K,-0.58%,,,,,,,,,,,,,,
4114,4114.0,4114.0,4114.0,2/1/2006,339.25,343,343.5,337.5,28.66K,-1.17%,,,,,,,,,,,,,,
4115,4115.0,4115.0,4115.0,2/2/2006,347.25,338.25,348,338.25,35.54K,2.36%,,,,,,,,,,,,,,
4116,4116.0,4116.0,4116.0,2/3/2006,356.5,347.5,361.5,347.5,55.61K,2.66%,,,,,,,,,,,,,,
4117,4117.0,4117.0,4117.0,2/6/2006,355,357,360,353,28.04K,-0.42%,,,,,,,,,,,,,,
4118,4118.0,4118.0,4118.0,2/7/2006,351.75,357.25,358.75,351.5,47.67K,-0.92%,,,,,,,,,,,,,,
4119,4119.0,4119.0,4119.0,2/8/2006,356.75,350.25,359.25,348,49.72K,1.42%,,,,,,,,,,,,,,
4120,4120.0,4120.0,4120.0,2/9/2006,363.25,357.5,365,356,50.28K,1.82%,,,,,,,,,,,,,,
4121,4121.0,4121.0,4121.0,2/10/2006,355.25,363.75,364.75,351.5,46.46K,-2.20%,,,,,,,,,,,,,,
4122,4122.0,4122.0,4122.0,2/13/2006,348,356,359,347.5,48.32K,-2.04%,,,,,,,,,,,,,,
4123,4123.0,4123.0,4123.0,2/14/2006,347.25,348.25,349,342.75,23.57K,-0.22%,,,,,,,,,,,,,,
4124,4124.0,4124.0,4124.0,2/15/2006,352,348,353,344,27.44K,1.37%,,,,,,,,,,,,,,
4125,4125.0,4125.0,4125.0,2/16/2006,359,352,360,351.5,14.99K,1.99%,,,,,,,,,,,,,,
4126,4126.0,4126.0,4126.0,2/17/2006,368,358.5,369,357,16.67K,2.51%,,,,,,,,,,,,,,
4127,4127.0,4127.0,4127.0,2/21/2006,372.5,367.25,377,367,14.70K,1.22%,,,,,,,,,,,,,,
4128,4128.0,4128.0,4128.0,2/22/2006,365.5,372.25,372.5,362,25.73K,-1.88%,,,,,,,,,,,,,,
4129,4129.0,4129.0,4129.0,2/23/2006,366.25,365.25,370.5,362.5,20.10K,0.21%,,,,,,,,,,,,,,
4130,4130.0,4130.0,4130.0,2/24/2006,368.25,366.25,370,363.5,16.77K,0.55%,,,,,,,,,,,,,,
4131,4131.0,4131.0,4131.0,2/27/2006,373.25,369.75,374,363.5,14.95K,1.36%,,,,,,,,,,,,,,
4132,4132.0,4132.0,4132.0,2/28/2006,370.25,374,378,370,6.15K,-0.80%,,,,,,,,,,,,,,
4133,4133.0,4133.0,4133.0,3/1/2006,362.75,367.5,367.5,359.5,2.16K,-2.03%,,,,,,,,,,,,,,
4134,4134.0,4134.0,4134.0,3/2/2006,369,361.25,369,359,0.69K,1.72%,,,,,,,,,,,,,,
4135,4135.0,4135.0,4135.0,3/3/2006,373.5,371,373.5,366.5,0.99K,1.22%,,,,,,,,,,,,,,
4136,4136.0,4136.0,4136.0,3/6/2006,370,370,370,364.5,0.70K,-0.94%,,,,,,,,,,,,,,
4137,4137.0,4137.0,4137.0,3/7/2006,370.5,370,375,369.5,0.36K,0.14%,,,,,,,,,,,,,,
4138,4138.0,4138.0,4138.0,3/8/2006,376,371,377,371,0.35K,1.48%,,,,,,,,,,,,,,
4139,4139.0,4139.0,4139.0,3/9/2006,370.75,375,377,370,0.41K,-1.40%,,,,,,,,,,,,,,
4140,4140.0,4140.0,4140.0,3/10/2006,374.5,372,380,369.25,0.27K,1.01%,,,,,,,,,,,,,,
4141,4141.0,4141.0,4141.0,3/13/2006,360,370,370,359,0.67K,-3.87%,,,,,,,,,,,,,,
4142,4142.0,4142.0,4142.0,3/14/2006,352,353.5,356.5,348.5,0.18K,-2.22%,,,,,,,,,,,,,,
4143,4143.0,4143.0,4143.0,3/15/2006,362,363.25,366.5,358.5,21.13K,2.84%,,,,,,,,,,,,,,
4144,4144.0,4144.0,4144.0,3/16/2006,352.75,362.5,363,351,30.06K,-2.56%,,,,,,,,,,,,,,
4145,4145.0,4145.0,4145.0,3/17/2006,357.5,353,359,351,29.23K,1.35%,,,,,,,,,,,,,,
4146,4146.0,4146.0,4146.0,3/20/2006,350.25,355.25,355.25,347.5,31.34K,-2.03%,,,,,,,,,,,,,,
4147,4147.0,4147.0,4147.0,3/21/2006,352.5,351.5,354.5,349,20.45K,0.64%,,,,,,,,,,,,,,
4148,4148.0,4148.0,4148.0,3/22/2006,349.25,352.5,355.25,348.5,17.01K,-0.92%,,,,,,,,,,,,,,
4149,4149.0,4149.0,4149.0,3/23/2006,344,350,350,343.5,25.28K,-1.50%,,,,,,,,,,,,,,
4150,4150.0,4150.0,4150.0,3/24/2006,342.5,344,345,340,20.83K,-0.44%,,,,,,,,,,,,,,
4151,4151.0,4151.0,4151.0,3/27/2006,339.75,342.25,344.25,339,25.39K,-0.80%,,,,,,,,,,,,,,
4152,4152.0,4152.0,4152.0,3/28/2006,341.25,340.5,343.25,338.5,21.70K,0.44%,,,,,,,,,,,,,,
4153,4153.0,4153.0,4153.0,3/29/2006,341.75,342.25,345.75,340.5,20.93K,0.15%,,,,,,,,,,,,,,
4154,4154.0,4154.0,4154.0,3/30/2006,344.5,341.25,345.75,340.25,17.73K,0.80%,,,,,,,,,,,,,,
4155,4155.0,4155.0,4155.0,3/31/2006,347.75,343.75,350.5,343,44.10K,0.94%,,,,,,,,,,,,,,
4156,4156.0,4156.0,4156.0,4/1/2006,346.25,344.5,369.5,339.5,447.72K,-0.43%,,,,,,,,,,,,,,
4157,4157.0,4157.0,4157.0,4/3/2006,342,344.5,349.5,340.5,40.34K,-1.23%,,,,,,,,,,,,,,
4158,4158.0,4158.0,4158.0,4/4/2006,342.75,342,344.5,340.25,20.08K,0.22%,,,,,,,,,,,,,,
4159,4159.0,4159.0,4159.0,4/5/2006,347,342.5,347.5,341,22.00K,1.24%,,,,,,,,,,,,,,
4160,4160.0,4160.0,4160.0,4/6/2006,352.5,347.5,356.5,347.25,42.12K,1.59%,,,,,,,,,,,,,,
4161,4161.0,4161.0,4161.0,4/7/2006,351.25,352.75,353.5,347.75,35.97K,-0.35%,,,,,,,,,,,,,,
4162,4162.0,4162.0,4162.0,4/10/2006,361,353.25,361.5,352,42.10K,2.78%,,,,,,,,,,,,,,
4163,4163.0,4163.0,4163.0,4/11/2006,367.5,360.25,369.5,357.5,50.37K,1.80%,,,,,,,,,,,,,,
4164,4164.0,4164.0,4164.0,4/12/2006,360.5,367,368.5,360,40.80K,-1.90%,,,,,,,,,,,,,,
4165,4165.0,4165.0,4165.0,4/13/2006,357.5,361,363.25,357,49.38K,-0.83%,,,,,,,,,,,,,,
4166,4166.0,4166.0,4166.0,4/17/2006,349.5,354,357,348.75,19.19K,-2.24%,,,,,,,,,,,,,,
4167,4167.0,4167.0,4167.0,4/18/2006,355,350.25,356.75,349.5,16.68K,1.57%,,,,,,,,,,,,,,
4168,4168.0,4168.0,4168.0,4/19/2006,354.75,355,357.5,349,9.39K,-0.07%,,,,,,,,,,,,,,
4169,4169.0,4169.0,4169.0,4/20/2006,353,354.5,356.5,350,6.35K,-0.49%,,,,,,,,,,,,,,
4170,4170.0,4170.0,4170.0,4/21/2006,352.75,351.5,354.5,344.5,8.73K,-0.07%,,,,,,,,,,,,,,
4171,4171.0,4171.0,4171.0,4/24/2006,350.75,354.25,357.25,349,10.78K,-0.57%,,,,,,,,,,,,,,
4172,4172.0,4172.0,4172.0,4/25/2006,350,350.5,353,347.5,8.96K,-0.21%,,,,,,,,,,,,,,
4173,4173.0,4173.0,4173.0,4/26/2006,348.5,350,354,347.5,13.08K,-0.43%,,,,,,,,,,,,,,
4174,4174.0,4174.0,4174.0,4/27/2006,342.5,348,348.5,340,9.00K,-1.72%,,,,,,,,,,,,,,
4175,4175.0,4175.0,4175.0,4/28/2006,346.25,340.25,347,339.5,2.42K,1.09%,,,,,,,,,,,,,,
4176,4176.0,4176.0,4176.0,5/1/2006,353.25,349,356,349,1.31K,2.02%,,,,,,,,,,,,,,
4177,4177.0,4177.0,4177.0,5/2/2006,355.25,356.75,358.75,353,1.27K,0.57%,,,,,,,,,,,,,,
4178,4178.0,4178.0,4178.0,5/3/2006,354,353.5,355,351,1.00K,-0.35%,,,,,,,,,,,,,,
4179,4179.0,4179.0,4179.0,5/4/2006,352.25,353.75,354.5,351,0.09K,-0.49%,,,,,,,,,,,,,,
4180,4180.0,4180.0,4180.0,5/5/2006,361.25,367,367,361,0.27K,2.56%,,,,,,,,,,,,,,
4181,4181.0,4181.0,4181.0,5/8/2006,363.5,364,365,356,0.07K,0.62%,,,,,,,,,,,,,,
4182,4182.0,4182.0,4182.0,5/9/2006,375.5,369.5,379,369.5,0.06K,3.30%,,,,,,,,,,,,,,
4183,4183.0,4183.0,4183.0,5/10/2006,377.5,376,378,376,0.05K,0.53%,,,,,,,,,,,,,,
4184,4184.0,4184.0,4184.0,5/11/2006,382.5,373,382.5,373,0.59K,1.32%,,,,,,,,,,,,,,
4185,4185.0,4185.0,4185.0,5/12/2006,394,400,400,394,,3.01%,,,,,,,,,,,,,,
4186,4186.0,4186.0,4186.0,5/15/2006,399.5,402.75,406,395.75,34.75K,1.40%,,,,,,,,,,,,,,
4187,4187.0,4187.0,4187.0,5/16/2006,403.5,399,404,395.25,33.68K,1.00%,,,,,,,,,,,,,,
4188,4188.0,4188.0,4188.0,5/17/2006,423,405,425,403.5,64.58K,4.83%,,,,,,,,,,,,,,
4189,4189.0,4189.0,4189.0,5/18/2006,418.5,423,427,418,51.10K,-1.06%,,,,,,,,,,,,,,
4190,4190.0,4190.0,4190.0,5/19/2006,416.25,418.5,418.5,408.25,50.27K,-0.54%,,,,,,,,,,,,,,
4191,4191.0,4191.0,4191.0,5/22/2006,426.25,418.75,428,409,43.69K,2.40%,,,,,,,,,,,,,,
4192,4192.0,4192.0,4192.0,5/23/2006,419.75,429.75,433,418,47.83K,-1.52%,,,,,,,,,,,,,,
4193,4193.0,4193.0,4193.0,5/24/2006,411.75,418,419.5,408.25,45.48K,-1.91%,,,,,,,,,,,,,,
4194,4194.0,4194.0,4194.0,5/25/2006,409.5,411,415,404.5,39.22K,-0.55%,,,,,,,,,,,,,,
4195,4195.0,4195.0,4195.0,5/26/2006,415.5,410.25,421,410,31.59K,1.47%,,,,,,,,,,,,,,
4196,4196.0,4196.0,4196.0,5/30/2006,412,417.5,425.5,409.5,41.65K,-0.84%,,,,,,,,,,,,,,
4197,4197.0,4197.0,4197.0,5/31/2006,393.5,412.25,413.5,391,88.72K,-4.49%,,,,,,,,,,,,,,
4198,4198.0,4198.0,4198.0,6/1/2006,392,394.25,398,389,48.65K,-0.38%,,,,,,,,,,,,,,
4199,4199.0,4199.0,4199.0,6/2/2006,403.75,395,405,392.5,29.18K,3.00%,,,,,,,,,,,,,,
4200,4200.0,4200.0,4200.0,6/5/2006,398.5,400.75,407,398,24.82K,-1.30%,,,,,,,,,,,,,,
4201,4201.0,4201.0,4201.0,6/6/2006,385,399,399.75,383,57.26K,-3.39%,,,,,,,,,,,,,,
4202,4202.0,4202.0,4202.0,6/7/2006,387.75,386.5,391,380,72.58K,0.71%,,,,,,,,,,,,,,
4203,4203.0,4203.0,4203.0,6/8/2006,383.5,387.5,388.75,382.5,45.15K,-1.10%,,,,,,,,,,,,,,
4204,4204.0,4204.0,4204.0,6/9/2006,372.5,383.5,390.5,371,75.58K,-2.87%,,,,,,,,,,,,,,
4205,4205.0,4205.0,4205.0,6/12/2006,373.75,375.5,379.5,373,56.80K,0.34%,,,,,,,,,,,,,,
4206,4206.0,4206.0,4206.0,6/13/2006,369.75,374.25,377.25,368.5,56.12K,-1.07%,,,,,,,,,,,,,,
4207,4207.0,4207.0,4207.0,6/14/2006,361.25,370.5,372.75,360.25,54.45K,-2.30%,,,,,,,,,,,,,,
4208,4208.0,4208.0,4208.0,6/15/2006,361.5,361.5,365.75,360.5,25.69K,0.07%,,,,,,,,,,,,,,
4209,4209.0,4209.0,4209.0,6/16/2006,359,361.5,365.5,358,21.39K,-0.69%,,,,,,,,,,,,,,
4210,4210.0,4210.0,4210.0,6/19/2006,358.5,359,362,358.5,17.68K,-0.14%,,,,,,,,,,,,,,
4211,4211.0,4211.0,4211.0,6/20/2006,367,359.25,367.5,359.25,17.06K,2.37%,,,,,,,,,,,,,,
4212,4212.0,4212.0,4212.0,6/21/2006,372,365.25,374.75,364.75,14.44K,1.36%,,,,,,,,,,,,,,
4213,4213.0,4213.0,4213.0,6/22/2006,365.5,373,373,365,9.22K,-1.75%,,,,,,,,,,,,,,
4214,4214.0,4214.0,4214.0,6/23/2006,363.25,365.5,369,362,6.99K,-0.62%,,,,,,,,,,,,,,
4215,4215.0,4215.0,4215.0,6/26/2006,368.5,362,369,360,7.34K,1.45%,,,,,,,,,,,,,,
4216,4216.0,4216.0,4216.0,6/27/2006,378.25,368,380.5,368,8.85K,2.65%,,,,,,,,,,,,,,
4217,4217.0,4217.0,4217.0,6/28/2006,372,375,378,370,7.12K,-1.65%,,,,,,,,,,,,,,
4218,4218.0,4218.0,4218.0,6/29/2006,374,370.75,375.5,367.75,12.51K,0.54%,,,,,,,,,,,,,,
4219,4219.0,4219.0,4219.0,6/30/2006,371.5,376,380,370,5.21K,-0.67%,,,,,,,,,,,,,,
4220,4220.0,4220.0,4220.0,7/1/2006,397.5,371.5,414,363,332.00K,7.00%,,,,,,,,,,,,,,
4221,4221.0,4221.0,4221.0,7/3/2006,384.25,371.5,385,371.25,3.40K,-3.33%,,,,,,,,,,,,,,
